commentText,likes
I JUST DESTROYED A PERFECT CHOCOLATE MOUSE CAKE TRYING THIS SHIT!!!!! I WANT MY MONEY BACK!!!!!,1
this video is boring af,0
or you just eat the whole cake.,0
"The best way to cut a cake: how do you want,how do you like it.",0
So a birthday cake is meant to last several day ? give me a break. Usually mine wont last 30 minutes.,0
This is called overthinking the plumbing-- and getting finger grime and prints all over the cake so that by the last parts its been touched 15 or more times. No thanks.,2
"Why make ti simple when it can be done much way complicated:) 
Typically scientific and engineering thinking, I have a guy like that at home :)",0
At home a cake never gets dry !!! Because we eat the entire cake !,1
Yes!,0
"I Never had this problem, i eat the cake in day one :)",0
"NO. No, no no, no, no. You do realise that cutting the cake this way will inevitably result in much harder ""HIS IS BIGGER"" discussions where you'' have a much harder time convincing your children that YOUR slice is not larger than theirs.",0
"I might try a variation of this next time I serve a cake, just to see how people react. I have to say, though, I don't know why you would want to eat a cake covered in fondant... doing this with a frosted cake (for the purpose of keeping it moist) just wouldn't work.",0
I really think this is useless if you're having a cake that doesn't have a sugar cover. How would you wrap an elastic band around a chocolate cake? You'd make a mess and ruin the biscuit.,20
I'll just eat the whole cake in one day lol,0
That cake looks good,5
This makes me want cake now.,0
You need some very stable and not creamy cake for this. This on video was only two dry crusts and a bit of filling,0
"So what happens if ever you have friends (which is kind of realistic, even for scientists) ? Only the first guest is well served, the other ones have smaller portions, in fact the later they get served, the less they eat !",0
"First, cakes aren't always prepared to be eaten solo. Secondly, birthdays naturally occur in a day, cakes are rapidly consumed. Third, if cakes are sliced like in the manner shown, the cuts are still cuts and can't be addressed by bringing all the sides together again. Fourth, how about round gelato cakes? Fifth, you can't do this in a classic round, multiple-layered wedding cake, sir.",0
Who eats one slice of cake a day? Seems like you need some friends to share cake with.,0
Im gonna eat all of a birthday cake. ok!,0
But what if the cake is creamy and then you're gonna get all the frosting all over your hands by pushing them together! and those rubber bands will stick in it and it will be messy! aINT NOBODY GOT TIME FOR THAT,0
Scientific? Science has nothing to do with this. This is for people who enjoy eating week-old cakes.,9
"Cutting in triangles is much practical, and less messy and get you equally sliced pieces, and if you forgot to glad wrap it or put it in a box, then just slice that dry half cm away of both sides and enjoy the rest.",1
Why didn't you use electric saw? :P,0
"You are completely conkers. 1) why would you get frosting all over your hands by pushing the pieces together? 2) Why would you get the outside of your cake all messed up and frosting everywhere by using the rubber band? 3) Your cakes have fondant on the outside, not frosting which is the ONLY way you can do 1&2.  Besides everyone knows (obviously besides you and the person who wrote the editor in 1909) that when you cut a cake and you are putting away the remaining cake, you cut a piece of parchment or wax paper and place it on the cut side. This will keep the cut sides of the cake from getting dry.",16
who eats cake in more than one day,0
"Other than the cake cut with licking fingers, I don't mind eating any cake :P",0
HAHAHA CAKE FOR ANTS,0
the message: eat the entire  cake the same day tysm,1
"This might be satisfying for mathematicians, but a physicist will point out that the rubber band will stretch when put in a cool refridgerator. Thus the effect of the rubber band is nullified, and you've opened up for up to 4 times as much surface area exposal than what you tried to get away from when simply slicing out a wedge.

A potentially more satisfying way would be to simply chop disks from off the bottom of the cake.",216
Very nice to know that I've been cutting a cake the right way all along :),0
مافهمت شي ياعلي الشهري,0
"who eats a birthday cake alone.....

also who gets the bigger pieces?! from what I figure the cake pieces get smaller each cut..",80
Nobody eats its cake for more than 2 days. It is not fresh enough after 2 days.,0
Meanwhile plastic wrap was invented.,0
"Day four,no more rubber bands...",0
This method works best for personal cakes that may take a while to finish. Nice that it keeps it moist. The traditional way works well with large groups who often eat majority or all of the cake right away.,7
"But for real though, who saves their cake over night?",0
stupid,0
"kakva glupost, a i torta im je drvena, fuj",0
"Why am I smelling this cake, as watch it ? Is it a coincidence or something !!",1
"1. This is not fair if you estimate the size for the piece.
2. You can protect the cake from drying out with foil
3. I expected a tutorial for cutting a cake in (for example) 8 same pieces without estimating",0
